09788417537401;Manga Draon Ball Super - Tomo 5;10;Goku y sus amigos deben enfrentarse a nuevos múltiples desafíos: desde un torneo contra representantes de otro universo hasta otro contra ¡todos los universos! Y también el regreso de Trunks del futuro y la amenaza de una versión malvada de Goku. Con personajes entrañables que hacen su reaparición y nuevos personajes como el dios de la destrucción, Beerus. ¡Más poderes! ¡Más transformaciones! Todo se eleva a la SÚPER potencia en este manga.;8455
9783551764003;ONE PIECE 79;50;One Piece relata las aventuras de Monkey D. Luffy, un joven que, inspirado en Shanks, un pirata que le salvó la vida, desea convertirse en el Rey de los Piratas y encontrar el tesoro conocido como One Piece, que pertenecía a Gol D. Roger, quien antes de ser ejecutado, hace 24 años, contó al mundo sobre la existencia de su tesoro. Esto dio inicio a lo que se conoce como “la Gran era de los piratas”: innumerables piratas se dispusieron a buscar ese tesoro, causando grandes problemas al Gobierno Mundial. Luffy iniciará sus aventuras, reclutando amigos y nakamas que lo ayuden a cumplir su sueño.;7080
9786075783703;MUSHOKU TENSEI 17;20;«¡Juro que le seré fiel a Sylphie!». Rudeus por fin encontró la solución a su problema gracias a la valiosa ayuda de Fitz, quien resulta ser Sylphiette. Cuando la princesa Ariel interviene para que Rudeus deje claras sus intenciones con Sylphie, este no duda en responder lo siguiente: «¡Me casaré con ella!». Rudeus comienza a buscar el hogar ideal para que Sylphie y él puedan comenzar con su vida matrimonial, así que acude a Zanoba y Cliff con una petición… ¿¡Qué les propondrá!?;7800
9789504986911;HAJIME NO IPPO 05;30;¡Miyata se ve presionado ante la tenacidad de Mashiba! “¡Él me está esperando! ¡No puedo perder!” Este pensamiento ayuda a Miyata a levantarse a base de pura fuerza de voluntad. Sin embargo, ocurre un accidente inesperado. ¡¡¡El duelo a muerte entre un Miyata malherido y la determinación de Mashiba por fin llega a su clímax!!!;14950
